Num,Site,Habitat,Population,Rep,DishNum,PopNum,Treatment,ID,SurvivalID,NoGermDish,TotGermDish,PropGermDish,PlotPropGerm,Label,PlantDate,GermDate,Censor,Census,DaysCensus,DaysToGerm
826,OAP,Away,OAP-A,B,83,9,Vegetated,B_9_Natural,Natural_A,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
827,OAP,Away,OAP-A,B,83,9,Vegetated,B_9_Natural,Natural_A,2,8,0.8,0.2,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
828,OAP,Away,OAP-A,B,83,9,Vegetated,B_9_Natural,Natural_A,2,8,0.8,0.2,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
829,OAP,Away,OAP-A,B,83,9,Vegetated,B_9_Natural,Natural_A,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
830,OAP,Away,OAP-A,B,83,9,Vegetated,B_9_Natural,Natural_A,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
831,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
832,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
833,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
834,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
835,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
836,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
837,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
838,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed8Date,7/21/21,,NA,8/3/21,13,0
839,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed9Date,7/21/21,,NA,8/3/21,13,0
840,OAP,Away,OAP-A,B,84,9,Construction,B_9_Construction,Construction_A,3,7,0.7,0.3,Seed10Date,7/21/21,,NA,8/3/21,13,0
841,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
842,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
843,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
844,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
845,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
846,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
847,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
848,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed8Date,7/21/21,7/27/21,1,8/3/21,13,6
849,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed9Date,7/21/21,7/27/21,1,8/3/21,13,6
850,OAP,Away,OAP-A,C,85,9,Vegetated,C_9_Natural,Natural_A,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
851,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
852,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
853,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
854,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
855,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
856,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed6Date,7/21/21,7/23/21,1,8/3/21,13,2
857,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
858,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
859,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed9Date,7/21/21,8/2/21,1,8/3/21,13,12
860,OAP,Away,OAP-A,C,86,9,Construction,C_9_Construction,Construction_A,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
861,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
862,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
863,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
864,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
865,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
866,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
867,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
868,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
869,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
870,OAP,Away,OAP-A,D,87,9,Vegetated,D_9_Natural,Natural_A,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
871,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
872,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
873,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
874,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
875,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
876,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
877,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
878,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed8Date,7/21/21,7/30/21,1,8/3/21,13,9
879,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
880,OAP,Away,OAP-A,D,88,9,Construction,D_9_Construction,Construction_A,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
881,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
882,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
883,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
884,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
885,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
886,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
887,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
888,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed8Date,7/21/21,,NA,8/3/21,13,0
889,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed9Date,7/21/21,,NA,8/3/21,13,0
890,OAP,Away,OAP-A,E,89,9,Vegetated,E_9_Natural,Natural_A,3,7,0.7,0.3,Seed10Date,7/21/21,,NA,8/3/21,13,0
891,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
892,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
893,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
894,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
895,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
896,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed6Date,7/21/21,7/23/21,1,8/3/21,13,2
897,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed7Date,7/21/21,7/23/21,1,8/3/21,13,2
898,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
899,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed9Date,7/21/21,7/30/21,1,8/3/21,13,9
900,OAP,Away,OAP-A,E,90,9,Construction,E_9_Construction,Construction_A,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
901,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
902,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
903,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
904,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
905,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
906,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed6Date,7/21/21,7/23/21,1,8/3/21,13,2
907,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
908,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
909,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed9Date,7/21/21,7/24/21,1,8/3/21,13,3
910,OAP,Roadside,OAP-R,A,91,10,Construction,A_10_Construction,Construction_R,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
911,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
912,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
913,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
914,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed4Date,7/21/21,7/23/21,1,8/3/21,13,2
915,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed5Date,7/21/21,7/23/21,1,8/3/21,13,2
916,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed6Date,7/21/21,7/23/21,1,8/3/21,13,2
917,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
918,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
919,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed9Date,7/21/21,7/26/21,1,8/3/21,13,5
920,OAP,Roadside,OAP-R,A,92,10,Vegetated,A_10_Natural,Natural_R,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
921,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
922,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
923,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
924,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
925,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
926,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
927,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
928,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed8Date,7/21/21,7/27/21,1,8/3/21,13,6
929,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed9Date,7/21/21,7/28/21,1,8/3/21,13,7
930,OAP,Roadside,OAP-R,B,93,10,Vegetated,B_10_Natural,Natural_R,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
931,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
932,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
933,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed3Date,7/21/21,7/23/21,1,8/3/21,13,2
934,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
935,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
936,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
937,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
938,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed8Date,7/21/21,7/26/21,1,8/3/21,13,5
939,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed9Date,7/21/21,7/27/21,1,8/3/21,13,6
940,OAP,Roadside,OAP-R,B,94,10,Construction,B_10_Construction,Construction_R,0,10,1,0,Seed10Date,7/21/21,7/29/21,1,8/3/21,13,8
941,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
942,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
943,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
944,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
945,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
946,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
947,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
948,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed8Date,7/21/21,7/25/21,1,8/3/21,13,4
949,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed9Date,7/21/21,,NA,8/3/21,13,0
950,OAP,Roadside,OAP-R,C,95,10,Vegetated,C_10_Natural,Natural_R,2,8,0.8,0.2,Seed10Date,7/21/21,,NA,8/3/21,13,0
951,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
952,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
953,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
954,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
955,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
956,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
957,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
958,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
959,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed9Date,7/21/21,7/24/21,1,8/3/21,13,3
960,OAP,Roadside,OAP-R,C,96,10,Construction,C_10_Construction,Construction_R,0,10,1,0,Seed10Date,7/21/21,7/26/21,1,8/3/21,13,5
961,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed1Date,7/21/21,7/23/21,1,8/3/21,13,2
962,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed2Date,7/21/21,7/23/21,1,8/3/21,13,2
963,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
964,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
965,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed5Date,7/21/21,7/25/21,1,8/3/21,13,4
966,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed6Date,7/21/21,7/25/21,1,8/3/21,13,4
967,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed7Date,7/21/21,7/27/21,1,8/3/21,13,6
968,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed8Date,7/21/21,7/27/21,1,8/3/21,13,6
969,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed9Date,7/21/21,7/27/21,1,8/3/21,13,6
970,OAP,Roadside,OAP-R,D,97,10,Vegetated,D_10_Natural,Natural_R,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
971,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
972,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
973,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
974,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
975,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
976,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
977,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed7Date,7/21/21,7/24/21,1,8/3/21,13,3
978,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed8Date,7/21/21,7/24/21,1,8/3/21,13,3
979,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed9Date,7/21/21,7/24/21,1,8/3/21,13,3
980,OAP,Roadside,OAP-R,D,98,10,Construction,D_10_Construction,Construction_R,0,10,1,0,Seed10Date,7/21/21,7/25/21,1,8/3/21,13,4
981,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
982,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
983,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed3Date,7/21/21,7/24/21,1,8/3/21,13,3
984,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed4Date,7/21/21,7/24/21,1,8/3/21,13,3
985,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed5Date,7/21/21,7/24/21,1,8/3/21,13,3
986,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed6Date,7/21/21,7/24/21,1,8/3/21,13,3
987,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed7Date,7/21/21,7/25/21,1,8/3/21,13,4
988,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed8Date,7/21/21,7/26/21,1,8/3/21,13,5
989,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed9Date,7/21/21,7/29/21,1,8/3/21,13,8
990,OAP,Roadside,OAP-R,E,99,10,Vegetated,E_10_Natural,Natural_R,1,9,0.9,0.1,Seed10Date,7/21/21,,NA,8/3/21,13,0
991,OAP,Roadside,OAP-R,E,100,10,Construction,E_10_Construction,Construction_R,2,8,0.8,0.2,Seed1Date,7/21/21,7/24/21,1,8/3/21,13,3
992,OAP,Roadside,OAP-R,E,100,10,Construction,E_10_Construction,Construction_R,2,8,0.8,0.2,Seed2Date,7/21/21,7/24/21,1,8/3/21,13,3
