Pot ID,Soil,Site,Block,Habitat,Competition,Population,Biomass_date,Dittrichia_biomass,LRR_All,Grass_biomass,MeasurementDate_2,MeasurementDate_3,GrassHeight_cm_2,GrassHeight_cm_3,GrassGrowth,DittrichiaLLL_mm_2,DittrichiaLLL_mm_3,DittrichiaGrowth
511,Field Soil,SSJ,7,Roadside,None,SSJ-R,12/14/22,0.2728,,,9/16/21,10/17/21,,,0,56.07,69.2,13.13
759,Field Soil,SSJ,7,Vegetated,Bromus,SSJ-V,12/14/22,0.0074,-2.932993933,0.4217,9/16/21,10/17/21,26.1,27.6,1.5,9.74,15.46,5.72
631,Field Soil,SSJ,7,Vegetated,Festuca,SSJ-V,12/14/22,0.0057,-3.194007758,1.1611,9/16/21,10/17/21,64.4,73.7,9.3,11.35,12,0.65
503,Field Soil,SSJ,7,Vegetated,None,SSJ-V,12/14/22,0.139,,,9/16/21,10/17/21,,,0,27.5,56.95,29.45
656,Field Soil,BAY,8,Roadside,Bromus,BAY-R,12/11/22,0.0084,-3.594045351,0.2203,9/16/21,10/17/21,31.6,31.4,-0.2,9.19,12.95,3.76
528,Field Soil,BAY,8,Roadside,Festuca,BAY-R,12/11/22,0.0018,-5.134490392,1.0065,9/16/21,10/17/21,48.2,48.1,-0.1,4.13,3.7,-0.43
400,Field Soil,BAY,8,Roadside,None,BAY-R,12/14/22,0.3056,,,9/16/21,10/17/21,,,0,64.12,57.34,-6.78
648,Field Soil,BAY,8,Vegetated,Bromus,BAY-V,12/11/22,0.0063,-2.837871014,0.2734,9/16/21,10/17/21,29.9,31.5,1.6,8.08,16.23,8.15
520,Field Soil,BAY,8,Vegetated,Festuca,BAY-V,12/11/22,0.0026,-3.722909203,0.6294,9/16/21,10/17/21,37.8,36.3,-1.5,5.62,8.24,2.62
392,Field Soil,BAY,8,Vegetated,None,BAY-V,12/11/22,0.1076,,,9/16/21,10/17/21,,,0,20.45,49.11,28.66
672,Field Soil,CHE,8,Roadside,Bromus,CHE-R,12/14/22,0.0108,-2.751535313,0.2285,9/16/21,10/17/21,28,27.2,-0.8,8.47,14.46,5.99
544,Field Soil,CHE,8,Roadside,Festuca,CHE-R,12/14/22,0.0014,-4.794609211,1.0173,9/16/21,10/17/21,52.6,46.1,-6.5,3.83,4.73,0.9
416,Field Soil,CHE,8,Roadside,None,CHE-R,12/11/22,0.1692,,,9/16/21,10/17/21,,,0,39.7,50.11,10.41
664,Field Soil,CHE,8,Vegetated,Bromus,CHE-V,12/14/22,0.0118,-3.589620811,0.1262,9/16/21,10/17/21,27.2,27,-0.2,12.35,17.24,4.89
536,Field Soil,CHE,8,Vegetated,Festuca,CHE-V,12/14/22,0.0005,-6.750867523,0.7668,9/16/21,10/17/21,41.8,41.6,-0.2,4.23,5.12,0.89
408,Field Soil,CHE,8,Vegetated,None,CHE-V,12/11/22,0.4274,,,9/16/21,10/17/21,,,0,61.73,65.16,3.43
688,Field Soil,GUA,8,Roadside,Bromus,GUA-R,12/14/22,0.0034,-3.088365076,0.2742,9/16/21,10/17/21,28.8,30.6,1.8,8.15,10.62,2.47
560,Field Soil,GUA,8,Roadside,Festuca,GUA-R,12/11/22,0.0007,-4.668815451,0.9558,9/16/21,10/17/21,36.2,33.3,-2.9,2.94,3.98,1.04
432,Field Soil,GUA,8,Roadside,None,GUA-R,12/14/22,0.0746,,,9/16/21,10/17/21,,,0,17.68,34.11,16.43
680,Field Soil,GUA,8,Vegetated,Bromus,GUA-V,12/11/22,0.0179,-2.51967685,0.2487,9/16/21,10/17/21,35.6,36.1,0.5,15.36,24.72,9.36
552,Field Soil,GUA,8,Vegetated,Festuca,GUA-V,12/14/22,0.0015,-4.999012454,0.9206,9/16/21,10/17/21,47,46.8,-0.2,5.48,5.53,0.05
424,Field Soil,GUA,8,Vegetated,None,GUA-V,12/11/22,0.2224,,,9/16/21,10/17/21,,,0,45.71,65.5,19.79
704,Field Soil,LEX,8,Roadside,Bromus,LEX-R,12/14/22,0.0061,-3.804109142,0.3354,9/16/21,10/17/21,31.9,31.6,-0.3,8.95,9.51,0.56
576,Field Soil,LEX,8,Roadside,Festuca,LEX-R,12/11/22,0.0016,-5.142394284,1.2803,9/16/21,10/17/21,44.6,45.9,1.3,6.54,5.62,-0.92
448,Field Soil,LEX,8,Roadside,None,LEX-R,12/14/22,0.2738,,,9/16/21,10/17/21,,,0,49.16,57.69,8.53
696,Field Soil,LEX,8,Vegetated,Bromus,LEX-V,12/11/22,0.0023,-4.842473877,0.4342,9/16/21,10/17/21,38.7,38.1,-0.6,4.83,6.97,2.14
568,Field Soil,LEX,8,Vegetated,Festuca,LEX-V,12/14/22,0.002,-4.98223582,1.0721,9/16/21,10/17/21,52.6,61.1,8.5,3.29,5.81,2.52
440,Field Soil,LEX,8,Vegetated,None,LEX-V,12/11/22,0.2916,,,9/16/21,10/17/21,,,0,56.71,65.5,8.79
720,Field Soil,OAP,8,Roadside,Bromus,OAP-R,12/14/22,0.0053,-3.852953777,0.3585,9/16/21,10/17/21,39.3,36,-3.3,10.35,11.23,0.88
592,Field Soil,OAP,8,Roadside,Festuca,OAP-R,12/14/22,0.0003,-6.724633402,0.7341,9/16/21,10/17/21,37.6,38.5,0.9,5.23,8.31,3.08
464,Field Soil,OAP,8,Roadside,None,OAP-R,12/11/22,0.2498,,,9/16/21,10/17/21,,,0,53.5,59.89,6.39
712,Field Soil,OAP,8,Vegetated,Bromus,OAP-V,12/14/22,0.0073,-3.384158056,0.4791,9/16/21,10/17/21,41.1,31,-10.1,8.05,8.64,0.59
584,Field Soil,OAP,8,Vegetated,Festuca,OAP-V,12/11/22,0.0016,-4.902028775,1.7405,9/16/21,10/17/21,76.3,75.5,-0.8,3.79,5.18,1.39
456,Field Soil,OAP,8,Vegetated,None,OAP-V,12/14/22,0.2153,,,9/16/21,10/17/21,,,0,41.99,53.21,11.22
736,Field Soil,PAR,8,Roadside,Bromus,PAR-R,12/14/22,0.0449,-1.841362397,0.3908,9/16/21,10/17/21,42.4,41.7,-0.7,28.25,20.81,-7.44
608,Field Soil,PAR,8,Roadside,Festuca,PAR-R,12/14/22,0.0047,-4.098237683,0.8317,9/16/21,10/17/21,39.3,34.2,-5.1,7.98,7.3,-0.68
480,Field Soil,PAR,8,Roadside,None,PAR-R,12/11/22,0.2831,,,9/16/21,10/17/21,,,0,63.1,63,-0.1
728,Field Soil,PAR,8,Vegetated,Bromus,PAR-V,12/11/22,0.0376,-2.187126481,0.3387,9/16/21,10/17/21,39.6,38.9,-0.7,24.65,25.67,1.02
600,Field Soil,PAR,8,Vegetated,Festuca,PAR-V,12/11/22,0.0016,-5.344126903,1.3941,9/16/21,10/17/21,56.5,58.8,2.3,4.32,5.25,0.93
472,Field Soil,PAR,8,Vegetated,None,PAR-V,12/11/22,0.335,,,9/16/21,10/17/21,,,0,74.78,61.14,-13.64
752,Field Soil,PEN,8,Roadside,Bromus,PEN-R,12/11/22,0.0056,-3.777674953,0.3047,9/16/21,10/17/21,28.5,28,-0.5,7.07,13.63,6.56
624,Field Soil,PEN,8,Roadside,Festuca,PEN-R,12/11/22,0.0023,-4.667532428,0.6145,9/16/21,10/17/21,44.9,39.5,-5.4,9.73,7.95,-1.78
496,Field Soil,PEN,8,Roadside,None,PEN-R,12/11/22,0.2448,,,9/16/21,10/17/21,,,0,52.52,59.66,7.14
744,Field Soil,PEN,8,Vegetated,Bromus,PEN-V,12/11/22,0.0177,-2.26634299,0.5536,9/16/21,10/17/21,39.8,43.4,3.6,19.84,20.37,0.53
616,Field Soil,PEN,8,Vegetated,Festuca,PEN-V,12/11/22,0.0032,-3.97675682,0.9318,9/16/21,10/17/21,40,59.9,19.9,6.71,7.92,1.21
488,Field Soil,PEN,8,Vegetated,None,PEN-V,12/11/22,0.1707,,,9/16/21,10/17/21,,,0,40.44,45.6,5.16
768,Field Soil,SSJ,8,Roadside,Bromus,SSJ-R,12/14/22,0.0002,-7.714677474,0.2796,9/16/21,10/17/21,20.2,19.2,-1,4.67,6.47,1.8
640,Field Soil,SSJ,8,Roadside,Festuca,SSJ-R,12/11/22,0.0007,-6.461914505,0.9072,9/16/21,10/17/21,46.2,62.2,16,5.15,4.16,-0.99
512,Field Soil,SSJ,8,Roadside,None,SSJ-R,12/14/22,0.4482,,,9/16/21,10/17/21,,,0,67.26,64.75,-2.51
760,Field Soil,SSJ,8,Vegetated,Bromus,SSJ-V,12/11/22,0.0089,-3.232268882,0.4557,9/16/21,10/17/21,38.7,24.6,-14.1,11.47,14.12,2.65
632,Field Soil,SSJ,8,Vegetated,Festuca,SSJ-V,12/11/22,0.0033,-4.22439769,0.8104,9/16/21,10/17/21,62.8,62.5,-0.3,6.18,6.73,0.55
504,Field Soil,SSJ,8,Vegetated,None,SSJ-V,12/14/22,0.2255,,,9/16/21,10/17/21,,,0,48.48,55.14,6.66
