Pot ID,Block,Soil,Competition,Population,Site,Habitat,Biomass_date,Dittrichia_biomass,Grass_biomass,MeasurementDate_2,MeasurementDate_3,GrassHeight_cm_2,GrassHeight_cm_3,GrassGrowth,DittrichiaLLL_mm_2,DittrichiaLLL_mm_3,DittrichiaGrowth
353,1,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/16/22,0.0012,0.0201,9/14/21,10/15/21,11.1,10.4,-0.7,4.34,4.41,0.07
354,2,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/10/22,0.0021,0.0253,9/15/21,10/15/21,13.9,12.5,-1.4,6.02,6.13,0.11
355,3,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/13/22,0.0015,0.00203,9/15/21,10/16/21,13,13.6,0.6,7.81,7.71,-0.1
356,4,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/13/22,0.0018,0.0126,9/16/21,10/16/21,8.8,12.5,3.7,5.91,4.81,-1.1
357,5,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/15/22,0.0013,0.0248,9/16/21,10/16/21,14,14,0,4.04,5.3,1.26
358,6,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/11/22,0.001,0.0313,9/16/21,10/17/21,10.5,9.8,-0.7,4.5,4.4,-0.1
359,7,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/14/22,0.0022,0.0134,9/16/21,10/17/21,6.9,9.4,2.5,4.85,4.18,-0.67
360,8,Construction Soil,Bromus,PEN-V,PEN,Vegetated,12/11/22,0.0016,0.0092,9/16/21,10/17/21,8,8.8,0.8,6,5.03,-0.97
361,1,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/16/22,0.0013,0.0231,9/14/21,10/15/21,11.2,11.3,0.1,3.41,4.27,0.86
362,2,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/9/22,0.0006,0.0172,9/15/21,10/16/21,11.7,12.1,0.4,5.09,4.15,-0.94
363,3,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/13/22,0.0004,,9/15/21,10/16/21,13.3,14,0.7,4.81,7.3,2.49
364,4,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/13/22,0.001,0.0082,9/16/21,10/16/21,7.4,8.5,1.1,3.54,3.7,0.16
365,5,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/11/22,0.0015,0.031,9/16/21,10/16/21,14.8,16.3,1.5,4.45,6.76,2.31
366,6,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/12/22,0.0008,0.0207,9/16/21,10/17/21,12.7,13.3,0.6,1.45,1.98,0.53
367,7,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/14/22,0.0007,0.0211,9/16/21,10/17/21,12.6,12.5,-0.1,3.8,4.22,0.42
368,8,Construction Soil,Bromus,PEN-R,PEN,Roadside,12/14/22,0.0014,0.0201,9/16/21,10/17/21,10,12.4,2.4,4.65,5.87,1.22
369,1,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/16/22,0.0014,0.0274,9/14/21,10/15/21,12.8,12.6,-0.2,7.18,5.95,-1.23
370,2,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/10/22,0.0027,0.03,9/15/21,10/15/21,8.3,8.3,0,6.07,5.98,-0.09
371,3,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/13/22,0.0015,0.0176,9/15/21,10/16/21,10.4,11.5,1.1,3.79,6.64,2.85
372,4,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/12/22,0.0014,0.0184,9/16/21,10/16/21,10.9,14.8,3.9,4.56,4.22,-0.34
373,5,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/11/22,0.0022,0.0177,9/16/21,10/16/21,10.4,10.4,0,4.83,6.09,1.26
374,6,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/11/22,0.001,0.0068,9/16/21,10/17/21,6.3,6.6,0.3,4.1,3.76,-0.34
375,7,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/14/22,0.0022,0.0217,9/16/21,10/17/21,12.8,13.5,0.7,7.08,4.71,-2.37
376,8,Construction Soil,Bromus,SSJ-V,SSJ,Vegetated,12/14/22,0.0004,0.013,9/16/21,10/17/21,8.9,9,0.1,4.83,5.29,0.46
377,1,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/16/22,0.0012,0.0205,9/15/21,10/15/21,11.3,12.1,0.8,4.88,4.8,-0.08
378,2,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/10/22,0.001,0.0176,9/15/21,10/15/21,10.8,12.4,1.6,3.48,5.01,1.53
379,3,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/13/22,0.0019,0.0226,9/15/21,10/16/21,14.5,14.3,-0.2,6.07,6.59,0.52
380,4,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/12/22,0.0011,0.0217,9/16/21,10/16/21,13.5,13.1,-0.4,3.57,5.08,1.51
381,5,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/11/22,0.0011,0.0215,9/16/21,10/16/21,13.4,13.6,0.2,5.28,4.4,-0.88
382,6,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/11/22,0.0025,0.0282,9/16/21,10/17/21,12.6,14.3,1.7,4.15,3.06,-1.09
383,7,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/14/22,0.0021,0.033,9/16/21,10/17/21,12.4,12.4,0,4.41,6.15,1.74
384,8,Construction Soil,Bromus,SSJ-R,SSJ,Roadside,12/14/22,0.0012,0.0224,9/16/21,10/17/21,13.6,13.5,-0.1,5.17,4.87,-0.3
385,1,Field Soil,None,BAY-V,BAY,Vegetated,12/15/22,0.2327,,9/15/21,10/15/21,,,0,54.42,46.79,-7.63
386,2,Field Soil,None,BAY-V,BAY,Vegetated,12/9/22,0.2891,,9/15/21,10/16/21,,,0,56.34,63.89,7.55
387,3,Field Soil,None,BAY-V,BAY,Vegetated,12/13/22,0.2908,,9/15/21,10/16/21,,,0,54.93,61.86,6.93
388,4,Field Soil,None,BAY-V,BAY,Vegetated,12/12/22,0.2053,,9/16/21,10/16/21,,,0,25.47,55.17,29.7
389,5,Field Soil,None,BAY-V,BAY,Vegetated,12/15/22,0.1713,,9/16/21,10/16/21,,,0,27.88,49.65,21.77
390,6,Field Soil,None,BAY-V,BAY,Vegetated,12/12/22,0.1275,,9/16/21,10/17/21,,,0,24.83,55.79,30.96
391,7,Field Soil,None,BAY-V,BAY,Vegetated,12/14/22,0.0934,,9/16/21,10/17/21,,,0,26.7,51.16,24.46
392,8,Field Soil,None,BAY-V,BAY,Vegetated,12/11/22,0.1076,,9/16/21,10/17/21,,,0,20.45,49.11,28.66
393,1,Field Soil,None,BAY-R,BAY,Roadside,12/16/22,0.2456,,9/14/21,10/15/21,,,0,50.59,59.48,8.89
394,2,Field Soil,None,BAY-R,BAY,Roadside,12/10/22,0.2355,,9/15/21,10/15/21,,,0,52.08,70.51,18.43
395,3,Field Soil,None,BAY-R,BAY,Roadside,12/13/22,0.0354,,9/15/21,10/16/21,,,0,10.03,33.37,23.34
396,4,Field Soil,None,BAY-R,BAY,Roadside,12/13/22,0.3102,,9/16/21,10/16/21,,,0,63.39,62.53,-0.86
397,5,Field Soil,None,BAY-R,BAY,Roadside,12/15/22,0.2016,,9/16/21,10/16/21,,,0,56.44,62.15,5.71
398,6,Field Soil,None,BAY-R,BAY,Roadside,12/11/22,0.2847,,9/16/21,10/17/21,,,0,78.13,62.2,-15.93
399,7,Field Soil,None,BAY-R,BAY,Roadside,12/14/22,0.287,,9/16/21,10/17/21,,,0,47.76,72.21,24.45
400,8,Field Soil,None,BAY-R,BAY,Roadside,12/14/22,0.3056,,9/16/21,10/17/21,,,0,64.12,57.34,-6.78
401,1,Field Soil,None,CHE-V,CHE,Vegetated,12/15/22,0.1712,,9/15/21,10/15/21,,,0,36.63,45.94,9.31
402,2,Field Soil,None,CHE-V,CHE,Vegetated,12/10/22,0.1514,,9/15/21,10/15/21,,,0,31.15,46.7,15.55
403,3,Field Soil,None,CHE-V,CHE,Vegetated,12/13/22,0.1682,,9/15/21,10/16/21,,,0,36.13,47.23,11.1
404,4,Field Soil,None,CHE-V,CHE,Vegetated,12/13/22,0.1398,,9/16/21,10/16/21,,,0,32.24,44.17,11.93
405,5,Field Soil,None,CHE-V,CHE,Vegetated,12/11/22,0.1255,,9/16/21,10/16/21,,,0,26.86,51.9,25.04
406,6,Field Soil,None,CHE-V,CHE,Vegetated,12/12/22,0.1993,,9/16/21,10/17/21,,,0,41.76,54.24,12.48
407,7,Field Soil,None,CHE-V,CHE,Vegetated,12/14/22,0.2275,,9/16/21,10/17/21,,,0,49.45,57,7.55
408,8,Field Soil,None,CHE-V,CHE,Vegetated,12/11/22,0.4274,,9/16/21,10/17/21,,,0,61.73,65.16,3.43
409,1,Field Soil,None,CHE-R,CHE,Roadside,12/16/22,0.1235,,9/14/21,10/15/21,,,0,24.81,48.46,23.65
410,2,Field Soil,None,CHE-R,CHE,Roadside,12/10/22,0.1575,,9/15/21,10/15/21,,,0,24.84,58.35,33.51
411,3,Field Soil,None,CHE-R,CHE,Roadside,12/13/22,0.1639,,9/15/21,10/16/21,,,0,30.28,50.42,20.14
412,4,Field Soil,None,CHE-R,CHE,Roadside,12/13/22,0.1652,,9/16/21,10/16/21,,,0,35.26,44.14,8.88
413,5,Field Soil,None,CHE-R,CHE,Roadside,12/11/22,0.1466,,9/16/21,10/16/21,,,0,33.38,50.28,16.9
414,6,Field Soil,None,CHE-R,CHE,Roadside,12/11/22,0.3105,,9/16/21,10/17/21,,,0,62.86,58.19,-4.67
415,7,Field Soil,None,CHE-R,CHE,Roadside,12/14/22,0.1463,,9/16/21,10/17/21,,,0,27.54,52.44,24.9
416,8,Field Soil,None,CHE-R,CHE,Roadside,12/11/22,0.1692,,9/16/21,10/17/21,,,0,39.7,50.11,10.41
417,1,Field Soil,None,GUA-V,GUA,Vegetated,12/15/22,0.2781,,9/15/21,10/15/21,,,0,50.84,71.7,20.86
418,2,Field Soil,None,GUA-V,GUA,Vegetated,12/9/22,0.19,,9/15/21,10/16/21,,,0,34.82,70.39,35.57
419,3,Field Soil,None,GUA-V,GUA,Vegetated,12/13/22,0.193,,9/15/21,10/16/21,,,0,43.39,52.81,9.42
420,4,Field Soil,None,GUA-V,GUA,Vegetated,12/12/22,0.1891,,9/16/21,10/16/21,,,0,36.27,59.13,22.86
421,5,Field Soil,None,GUA-V,GUA,Vegetated,12/11/22,0.1877,,9/16/21,10/16/21,,,0,29.73,66.67,36.94
422,6,Field Soil,None,GUA-V,GUA,Vegetated,12/12/22,0.2,,9/16/21,10/17/21,,,0,41.15,56.6,15.45
423,7,Field Soil,None,GUA-V,GUA,Vegetated,12/14/22,0.2313,,9/16/21,10/17/21,,,0,42.91,74.79,31.88
424,8,Field Soil,None,GUA-V,GUA,Vegetated,12/11/22,0.2224,,9/16/21,10/17/21,,,0,45.71,65.5,19.79
425,1,Field Soil,None,GUA-R,GUA,Roadside,12/16/22,0.1032,,9/14/21,10/15/21,,,0,32.98,48.47,15.49
426,2,Field Soil,None,GUA-R,GUA,Roadside,12/10/22,0.1251,,9/15/21,10/15/21,,,0,33.69,48.85,15.16
427,3,Field Soil,None,GUA-R,GUA,Roadside,12/13/22,0.1506,,9/15/21,10/16/21,,,0,24.92,49.91,24.99
428,4,Field Soil,None,GUA-R,GUA,Roadside,12/13/22,0.0791,,9/16/21,10/16/21,,,0,19,48.59,29.59
429,5,Field Soil,None,GUA-R,GUA,Roadside,12/11/22,0.0959,,9/16/21,10/16/21,,,0,20.03,47.03,27
430,6,Field Soil,None,GUA-R,GUA,Roadside,12/12/22,0.093,,9/16/21,10/17/21,,,0,20.84,41.49,20.65
431,7,Field Soil,None,GUA-R,GUA,Roadside,12/14/22,0.1347,,9/16/21,10/17/21,,,0,30.74,62.72,31.98
432,8,Field Soil,None,GUA-R,GUA,Roadside,12/14/22,0.0746,,9/16/21,10/17/21,,,0,17.68,34.11,16.43
433,1,Field Soil,None,LEX-V,LEX,Vegetated,12/16/22,0.2081,,9/14/21,10/15/21,,,0,40.08,51.94,11.86
434,2,Field Soil,None,LEX-V,LEX,Vegetated,12/10/22,0.1842,,9/15/21,10/15/21,,,0,44.75,48.74,3.99
435,3,Field Soil,None,LEX-V,LEX,Vegetated,12/13/22,0.1493,,9/15/21,10/16/21,,,0,36.59,50.47,13.88
436,4,Field Soil,None,LEX-V,LEX,Vegetated,12/12/22,0.2284,,9/16/21,10/16/21,,,0,54.43,60.46,6.03
437,5,Field Soil,None,LEX-V,LEX,Vegetated,12/11/22,0.1779,,9/16/21,10/16/21,,,0,39.06,48.77,9.71
438,6,Field Soil,None,LEX-V,LEX,Vegetated,12/12/22,0.2295,,9/16/21,10/17/21,,,0,52.45,49.47,-2.98
439,7,Field Soil,None,LEX-V,LEX,Vegetated,12/14/22,0.2157,,9/16/21,10/17/21,,,0,43.43,66.33,22.9
440,8,Field Soil,None,LEX-V,LEX,Vegetated,12/11/22,0.2916,,9/16/21,10/17/21,,,0,56.71,65.5,8.79
441,1,Field Soil,None,LEX-R,LEX,Roadside,12/16/22,0.1955,,9/14/21,10/15/21,,,0,43,53.43,10.43
442,2,Field Soil,None,LEX-R,LEX,Roadside,12/9/22,0.2306,,9/15/21,10/16/21,,,0,49.47,55.01,5.54
443,3,Field Soil,None,LEX-R,LEX,Roadside,12/13/22,0.2612,,9/15/21,10/16/21,,,0,56.94,65.15,8.21
444,4,Field Soil,None,LEX-R,LEX,Roadside,12/9/22,0.0355,,9/16/21,10/16/21,,,0,6.06,18.86,12.8
445,5,Field Soil,None,LEX-R,LEX,Roadside,12/15/22,0.1993,,9/16/21,10/16/21,,,0,51.86,54.56,2.7
446,6,Field Soil,None,LEX-R,LEX,Roadside,12/11/22,0.4062,,9/16/21,10/17/21,,,0,67.1,63.6,-3.5
447,7,Field Soil,None,LEX-R,LEX,Roadside,12/14/22,0.1842,,9/16/21,10/17/21,,,0,41.75,44.21,2.46
448,8,Field Soil,None,LEX-R,LEX,Roadside,12/14/22,0.2738,,9/16/21,10/17/21,,,0,49.16,57.69,8.53
449,1,Field Soil,None,OAP-V,OAP,Vegetated,12/15/22,0.3066,,9/15/21,10/15/21,,,0,53.91,57.46,3.55
450,2,Field Soil,None,OAP-V,OAP,Vegetated,12/10/22,0.141,,9/15/21,10/15/21,,,0,28.67,41.88,13.21
451,3,Field Soil,None,OAP-V,OAP,Vegetated,12/13/22,0.1746,,9/15/21,10/16/21,,,0,40.96,52.38,11.42
452,4,Field Soil,None,OAP-V,OAP,Vegetated,12/13/22,0.2292,,9/16/21,10/16/21,,,0,57.2,53.31,-3.89
453,5,Field Soil,None,OAP-V,OAP,Vegetated,12/15/22,0.1836,,9/16/21,10/16/21,,,0,52.82,63.81,10.99
454,6,Field Soil,None,OAP-V,OAP,Vegetated,12/12/22,0.1763,,9/16/21,10/17/21,,,0,32.17,47.17,15
455,7,Field Soil,None,OAP-V,OAP,Vegetated,12/14/22,0.2328,,9/16/21,10/17/21,,,0,50.64,56.91,6.27
456,8,Field Soil,None,OAP-V,OAP,Vegetated,12/14/22,0.2153,,9/16/21,10/17/21,,,0,41.99,53.21,11.22
457,1,Field Soil,None,OAP-R,OAP,Roadside,12/15/22,0.2388,,9/15/21,10/15/21,,,0,48.52,51.85,3.33
458,2,Field Soil,None,OAP-R,OAP,Roadside,12/10/22,0.2495,,9/15/21,10/15/21,,,0,53.07,61.69,8.62
459,3,Field Soil,None,OAP-R,OAP,Roadside,12/13/22,0.2355,,9/15/21,10/16/21,,,0,51.88,52.55,0.67
460,4,Field Soil,None,OAP-R,OAP,Roadside,12/12/22,0.1669,,9/16/21,10/16/21,,,0,39.68,52.36,12.68
461,5,Field Soil,None,OAP-R,OAP,Roadside,12/15/22,0.1517,,9/16/21,10/16/21,,,0,40.88,47.64,6.76
462,6,Field Soil,None,OAP-R,OAP,Roadside,12/12/22,0.2815,,9/16/21,10/17/21,,,0,42.03,71.37,29.34
463,7,Field Soil,None,OAP-R,OAP,Roadside,12/14/22,0.3077,,9/16/21,10/17/21,,,0,57.27,65.73,8.46
464,8,Field Soil,None,OAP-R,OAP,Roadside,12/11/22,0.2498,,9/16/21,10/17/21,,,0,53.5,59.89,6.39
465,1,Field Soil,None,PAR-V,PAR,Vegetated,12/16/22,0.2342,,9/14/21,10/15/21,,,0,54.96,56.43,1.47
466,2,Field Soil,None,PAR-V,PAR,Vegetated,12/9/22,0.2342,,9/15/21,10/16/21,,,0,49.53,54.89,5.36
467,3,Field Soil,None,PAR-V,PAR,Vegetated,12/13/22,0.3049,,9/15/21,10/16/21,,,0,55.86,63.18,7.32
468,4,Field Soil,None,PAR-V,PAR,Vegetated,12/13/22,0.2245,,9/16/21,10/16/21,,,0,45.56,51.84,6.28
469,5,Field Soil,None,PAR-V,PAR,Vegetated,12/11/22,0.2477,,9/16/21,10/16/21,,,0,55.08,61.78,6.7
470,6,Field Soil,None,PAR-V,PAR,Vegetated,12/11/22,0.2572,,9/16/21,10/17/21,,,0,46.85,57.39,10.54
471,7,Field Soil,None,PAR-V,PAR,Vegetated,12/14/22,0.0604,,9/16/21,10/17/21,,,0,27.69,42.94,15.25
472,8,Field Soil,None,PAR-V,PAR,Vegetated,12/11/22,0.335,,9/16/21,10/17/21,,,0,74.78,61.14,-13.64
473,1,Field Soil,None,PAR-R,PAR,Roadside,12/16/22,0.3002,,9/14/21,10/15/21,,,0,49.61,57.97,8.36
474,2,Field Soil,None,PAR-R,PAR,Roadside,12/10/22,0.2264,,9/15/21,10/15/21,,,0,45.2,52.38,7.18
475,3,Field Soil,None,PAR-R,PAR,Roadside,12/13/22,0.3236,,9/15/21,10/16/21,,,0,53.25,75.87,22.62
476,4,Field Soil,None,PAR-R,PAR,Roadside,12/12/22,0.3125,,9/16/21,10/16/21,,,0,62.21,64.84,2.63
477,5,Field Soil,None,PAR-R,PAR,Roadside,12/15/22,0.221,,9/16/21,10/16/21,,,0,48.9,40.03,-8.87
478,6,Field Soil,None,PAR-R,PAR,Roadside,12/9/22,0.5504,,9/16/21,10/17/21,,,0,73.21,61.14,-12.07
479,7,Field Soil,None,PAR-R,PAR,Roadside,12/14/22,0.2713,,9/16/21,10/17/21,,,0,47.69,56.78,9.09
480,8,Field Soil,None,PAR-R,PAR,Roadside,12/11/22,0.2831,,9/16/21,10/17/21,,,0,63.1,63,-0.1
481,1,Field Soil,None,PEN-V,PEN,Vegetated,12/16/22,0.1912,,9/14/21,10/15/21,,,0,45.13,55.65,10.52
482,2,Field Soil,None,PEN-V,PEN,Vegetated,12/9/22,0.1859,,9/15/21,10/16/21,,,0,43.11,58.59,15.48
483,3,Field Soil,None,PEN-V,PEN,Vegetated,12/13/22,0.1753,,9/15/21,10/16/21,,,0,35.95,49.73,13.78
484,4,Field Soil,None,PEN-V,PEN,Vegetated,12/13/22,0.2204,,9/16/21,10/16/21,,,0,47.89,48.95,1.06
485,5,Field Soil,None,PEN-V,PEN,Vegetated,12/15/22,0.177,,9/16/21,10/16/21,,,0,39.64,42.07,2.43
486,6,Field Soil,None,PEN-V,PEN,Vegetated,12/11/22,0.1696,,9/16/21,10/17/21,,,0,33.85,47.1,13.25
487,7,Field Soil,None,PEN-V,PEN,Vegetated,12/14/22,0.1738,,9/16/21,10/17/21,,,0,38.44,50.45,12.01
488,8,Field Soil,None,PEN-V,PEN,Vegetated,12/11/22,0.1707,,9/16/21,10/17/21,,,0,40.44,45.6,5.16
489,1,Field Soil,None,PEN-R,PEN,Roadside,12/16/22,0.2132,,9/14/21,10/15/21,,,0,39.85,57.16,17.31
490,2,Field Soil,None,PEN-R,PEN,Roadside,12/10/22,0.1984,,9/15/21,10/15/21,,,0,37.04,50.39,13.35
491,3,Field Soil,None,PEN-R,PEN,Roadside,12/13/22,0.1563,,9/15/21,10/16/21,,,0,35.22,51.01,15.79
492,4,Field Soil,None,PEN-R,PEN,Roadside,12/13/22,0.1201,,9/16/21,10/16/21,,,0,35.47,41.86,6.39
493,5,Field Soil,None,PEN-R,PEN,Roadside,12/15/22,0.1005,,9/16/21,10/16/21,,,0,27.33,43.97,16.64
494,6,Field Soil,None,PEN-R,PEN,Roadside,12/11/22,0.1392,,9/16/21,10/17/21,,,0,33.38,48.48,15.1
495,7,Field Soil,None,PEN-R,PEN,Roadside,12/14/22,0.1452,,9/16/21,10/17/21,,,0,39.16,53.47,14.31
496,8,Field Soil,None,PEN-R,PEN,Roadside,12/11/22,0.2448,,9/16/21,10/17/21,,,0,52.52,59.66,7.14
497,1,Field Soil,None,SSJ-V,SSJ,Vegetated,12/15/22,0.2546,,9/15/21,10/15/21,,,0,52.88,63.97,11.09
498,2,Field Soil,None,SSJ-V,SSJ,Vegetated,12/10/22,0.2047,,9/15/21,10/15/21,,,0,44.43,60.35,15.92
499,3,Field Soil,None,SSJ-V,SSJ,Vegetated,12/13/22,0.1605,,9/15/21,10/16/21,,,0,36.77,58.3,21.53
500,4,Field Soil,None,SSJ-V,SSJ,Vegetated,12/12/22,0.123,,9/16/21,10/16/21,,,0,33.99,49.95,15.96
501,5,Field Soil,None,SSJ-V,SSJ,Vegetated,12/11/22,0.153,,9/16/21,10/16/21,,,0,47.78,45.84,-1.94
502,6,Field Soil,None,SSJ-V,SSJ,Vegetated,12/11/22,0.1465,,9/16/21,10/17/21,,,0,35.5,46.3,10.8
503,7,Field Soil,None,SSJ-V,SSJ,Vegetated,12/14/22,0.139,,9/16/21,10/17/21,,,0,27.5,56.95,29.45
504,8,Field Soil,None,SSJ-V,SSJ,Vegetated,12/14/22,0.2255,,9/16/21,10/17/21,,,0,48.48,55.14,6.66
505,1,Field Soil,None,SSJ-R,SSJ,Roadside,12/15/22,0.3007,,9/15/21,10/15/21,,,0,61.76,64.92,3.16
506,2,Field Soil,None,SSJ-R,SSJ,Roadside,12/9/22,0.2935,,9/15/21,10/16/21,,,0,50.38,64.41,14.03
507,3,Field Soil,None,SSJ-R,SSJ,Roadside,12/13/22,0.1972,,9/15/21,10/16/21,,,0,46.23,55.95,9.72
508,4,Field Soil,None,SSJ-R,SSJ,Roadside,12/12/22,0.1626,,9/16/21,10/16/21,,,0,36.16,49.71,13.55
509,5,Field Soil,None,SSJ-R,SSJ,Roadside,12/11/22,0.1728,,9/16/21,10/16/21,,,0,41.87,57.65,15.78
510,6,Field Soil,None,SSJ-R,SSJ,Roadside,12/12/22,0.1188,,9/16/21,10/17/21,,,0,30.78,44.43,13.65
511,7,Field Soil,None,SSJ-R,SSJ,Roadside,12/14/22,0.2728,,9/16/21,10/17/21,,,0,56.07,69.2,13.13
512,8,Field Soil,None,SSJ-R,SSJ,Roadside,12/14/22,0.4482,,9/16/21,10/17/21,,,0,67.26,64.75,-2.51
513,1,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/16/22,0.0024,0.6312,9/14/21,10/15/21,55,65.1,10.1,7.75,9.71,1.96
514,2,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/9/22,0.002,0.6737,9/15/21,10/16/21,76.5,76.5,0,4.8,4.27,-0.53
515,3,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/13/22,0.0027,0.3329,9/15/21,10/16/21,44.1,44.1,0,8.39,9.1,0.71
516,4,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/13/22,0.0013,0.5208,9/16/21,10/16/21,43.8,51.8,8,4.04,8.41,4.37
517,5,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/15/22,0.0015,0.4768,9/16/21,10/16/21,59.3,59.6,0.3,3.46,4.08,0.62
518,6,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/12/22,0.0068,0.5735,9/16/21,10/17/21,48.3,48.4,0.1,9.57,13.56,3.99
519,7,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/14/22,0.0022,0.58,9/16/21,10/17/21,53,63.2,10.2,5.11,9.93,4.82
520,8,Field Soil,Festuca,BAY-V,BAY,Vegetated,12/11/22,0.0026,0.6294,9/16/21,10/17/21,37.8,36.3,-1.5,5.62,8.24,2.62
521,1,Field Soil,Festuca,BAY-R,BAY,Roadside,12/16/22,0.0068,0.4136,9/15/21,10/15/21,53.6,71.8,18.2,7.39,9.48,2.09
522,2,Field Soil,Festuca,BAY-R,BAY,Roadside,12/9/22,0.0133,0.3206,9/15/21,10/16/21,43.4,42.5,-0.9,10.99,20.64,9.65
523,3,Field Soil,Festuca,BAY-R,BAY,Roadside,12/13/22,0.0046,0.4082,9/15/21,10/16/21,48.1,50.6,2.5,8.24,11.3,3.06
524,4,Field Soil,Festuca,BAY-R,BAY,Roadside,12/13/22,0.0032,0.4068,9/16/21,10/16/21,37.9,42.1,4.2,9.32,10.19,0.87
525,5,Field Soil,Festuca,BAY-R,BAY,Roadside,12/15/22,0.0019,0.4819,9/16/21,10/16/21,42.1,41.6,-0.5,5.57,6.25,0.68
526,6,Field Soil,Festuca,BAY-R,BAY,Roadside,12/11/22,0.0027,0.8688,9/16/21,10/17/21,47.5,57.3,9.8,7.72,7.79,0.07
527,7,Field Soil,Festuca,BAY-R,BAY,Roadside,12/14/22,0.0023,0.8902,9/16/21,10/17/21,76.4,90.8,14.4,5.89,7.89,2
528,8,Field Soil,Festuca,BAY-R,BAY,Roadside,12/11/22,0.0018,1.0065,9/16/21,10/17/21,48.2,48.1,-0.1,4.13,3.7,-0.43
529,1,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/16/22,0.0007,0.7109,9/14/21,10/15/21,51.5,51.2,-0.3,4.86,7.36,2.5
530,2,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/10/22,0.0035,0.3945,9/15/21,10/15/21,32.5,32.3,-0.2,7.07,11.5,4.43
531,3,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/13/22,0.0027,0.5209,9/15/21,10/16/21,44.5,39.8,-4.7,6.92,7.21,0.29
532,4,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/12/22,0.0027,0.4292,9/16/21,10/16/21,47.2,47,-0.2,6.08,10.31,4.23
533,5,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/15/22,0.0025,0.5704,9/16/21,10/16/21,43.2,40.2,-3,7.07,11.06,3.99
534,6,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/12/22,0.0018,0.5122,9/16/21,10/17/21,47.7,46,-1.7,7.16,6.92,-0.24
535,7,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/14/22,0.0023,0.8186,9/16/21,10/17/21,78.1,78.2,0.1,5.54,7.8,2.26
536,8,Field Soil,Festuca,CHE-V,CHE,Vegetated,12/14/22,0.0005,0.7668,9/16/21,10/17/21,41.8,41.6,-0.2,4.23,5.12,0.89
537,1,Field Soil,Festuca,CHE-R,CHE,Roadside,12/16/22,0.0011,0.9425,9/14/21,10/15/21,44.9,43.5,-1.4,3.22,4.68,1.46
538,2,Field Soil,Festuca,CHE-R,CHE,Roadside,12/9/22,0.0018,0.4402,9/15/21,10/16/21,42.3,46.9,4.6,6.02,8.51,2.49
539,3,Field Soil,Festuca,CHE-R,CHE,Roadside,12/13/22,0.0017,1.2351,9/15/21,10/16/21,80.9,68.3,-12.6,3.62,9.09,5.47
540,4,Field Soil,Festuca,CHE-R,CHE,Roadside,12/12/22,0.0007,0.8948,9/16/21,10/16/21,43.3,43.5,0.2,3.54,4.5,0.96
541,5,Field Soil,Festuca,CHE-R,CHE,Roadside,12/15/22,0.0026,0.5005,9/16/21,10/16/21,37.9,38.3,0.4,5.68,6.81,1.13
542,6,Field Soil,Festuca,CHE-R,CHE,Roadside,12/12/22,0.0036,0.6908,9/16/21,10/17/21,69.3,69.4,0.1,4.11,9.5,5.39
