Block,Plot,Flag,Pos,Flag_Pos,Population,Site,Habitat,Treatment,PlantDate,LeafMeas1,LeafMeas2,Growth,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
D,3,D3,6,D3_06,OAP-O,OAP,Off-road,Control,2/27/21,18.74,30,11.26,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,37,1.295,9/27/21,
D,3,D3,7,D3_07,LEX-R,LEX,Roadside,Control,3/19/21,23,,-23,5/16/21,,0,0,0,58,11/15/21,241,58,,,0, ,,,,,,,
D,3,D3,8,D3_08,GUA-O,GUA,Off-road,Control,2/27/21,26.56,18,-8.56,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
D,3,D3,9,D3_09,PAR-O,PAR,Off-road,Control,2/27/21,21.55,14,-7.55,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,3,D3,10,D3_10,CHE-O,CHE,Off-road,Control,2/27/21,20.65,37,16.35,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,18,0.462,9/27/21,
D,3,D3,11,D3_11,GUA-R,GUA,Roadside,Control,2/27/21,14.07,30,15.93,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,17.6,0.317,9/27/21,
D,3,D3,12,D3_12,BAY-R,BAY,Roadside,Control,2/27/21,23.18,15,-8.18,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,17.5,0.375,9/28/21,
D,3,D3,13,D3_13,PAR-R,PAR,Roadside,Control,2/27/21,17.39,16,-1.39,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,3,D3,14,D3_14,LEX-O,LEX,Off-road,Control,2/27/21,18.16,20,1.84,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,2.7,0.131,9/28/21,
D,3,D3,15,D3_15,PEN-O,PEN,Off-road,Control,2/27/21,8.61,15,6.39,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,1.8,0.013,9/8/21,
D,3,D3,16,D3_16,PEN-R,PEN,Roadside,Control,2/27/21,16.64,17,0.36,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,16.3,0.626,9/28/21,
D,4,D4,1,D4_01,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,20.9,25,4.1,,,1,1,1,-44254,11/15/21,261,261,7/9/21,7/9/21,1,132,,,,7.9,0.127,9/8/21,
D,4,D4,2,D4_02,PEN-O,PEN,Off-road,Raking + Clipping,2/27/21,19.31,22,2.69,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,4.8,0.034,9/8/21,
D,4,D4,3,D4_03,GUA-O,GUA,Off-road,Raking + Clipping,2/27/21,14.49,36,21.51,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
D,4,D4,4,D4_04,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,17.28,10,-7.28,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
D,4,D4,5,D4_05,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/21,11.96,,-11.96,5/16/21,,0,0,0,78,11/15/21,261,78,,,0, ,,,,,,,
D,4,D4,6,D4_06,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/21,22.78,25,2.22,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,30,0.926,9/28/21,
D,4,D4,7,D4_07,BAY-R,BAY,Roadside,Raking + Clipping,2/27/21,22.46,15,-7.46,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,4,D4,8,D4_08,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,13.69,14,0.31,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,4,D4,9,D4_09,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,21.7,20,-1.7,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.9,0.059,9/8/21,
D,4,D4,10,D4_10,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,20.16,25,4.84,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,3.9,0.246,9/8/21,
D,4,D4,11,D4_11,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,23.62,31,7.38,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,3.3,0.166,9/8/21,
D,4,D4,12,D4_12,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,20.65,27,6.35,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.5,0.18,9/8/21,
D,4,D4,13,D4_13,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,17.39,20,2.61,7/2/21,,0,0,0,125,11/15/21,261,125,7/9/21,,0, ,,,,2.2,0.024,9/8/21,
D,4,D4,14,D4_14,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,15.77,32,16.23,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
D,4,D4,15,D4_15,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,12.48,30,17.52,8/12/21,,0,0,0,166,11/15/21,261,166,8/12/21,,0, ,,,,4.8,0.414,9/7/21,
D,4,D4,16,D4_16,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,9.56,19,9.44,7/30/21,,0,0,0,153,11/15/21,261,153,7/20/21,,0, ,,,,2.1,0.05,9/8/21,
D,5,D5,1,D5_01,PAR-R,PAR,Roadside,Raking,2/27/21,26.43,25,-1.43,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.6,0.142,9/8/21,
D,5,D5,2,D5_02,GUA-R,GUA,Roadside,Raking,2/27/21,24.31,39,14.69,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,5,D5,3,D5_03,LEX-R,LEX,Roadside,Raking,2/27/21,9.63,34,24.37,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,4.7,0.043,9/8/21,
D,5,D5,4,D5_04,OAP-R,OAP,Roadside,Raking,2/27/21,20.86,29,8.14,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
D,5,D5,5,D5_05,OAP-O,OAP,Off-road,Raking,2/27/21,19.48,25,5.52,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,3.5,0.063,9/9/21,
D,5,D5,6,D5_06,CHE-R,CHE,Roadside,Raking,2/27/21,20.48,21,0.52,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,2.2,0.035,9/28/21,
D,5,D5,7,D5_07,BAY-O,BAY,Off-road,Raking,2/27/21,10.41,20,9.59,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,5,D5,8,D5_08,LEX-O,LEX,Off-road,Raking,2/27/21,17.11,24,6.89,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,5,D5,9,D5_09,BAY-R,BAY,Roadside,Raking,2/27/21,21.79,22,0.21,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.7,0.032,9/9/21,
D,5,D5,10,D5_10,PEN-O,PEN,Off-road,Raking,2/27/21,20.88,31,10.12,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
D,5,D5,11,D5_11,PAR-O,PAR,Off-road,Raking,2/27/21,21.58,35,13.42,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
D,5,D5,12,D5_12,CHE-O,CHE,Off-road,Raking,2/27/21,17.64,34,16.36,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,5,D5,13,D5_13,SSJ-O,SSJ,Off-road,Raking,2/27/21,15.48,21,5.52,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,3.7,0.06,9/29/21,
D,5,D5,14,D5_14,SSJ-R,SSJ,Roadside,Raking,2/27/21,14.43,10,-4.43,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
D,5,D5,15,D5_15,PEN-R,PEN,Roadside,Raking,2/27/21,17.13,25,7.87,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.9,0.091,9/28/21,
D,5,D5,16,D5_16,GUA-O,GUA,Off-road,Raking,2/27/21,16.52,19,2.48,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
E,1,E1,1,E1_01,GUA-O,GUA,Off-road,Raking,3/16/21,19,26,7,6/11/21,,0,0,0,87,11/15/21,244,87,,5/21/21,1,66,8,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
E,1,E1,2,E1_02,BAY-O,BAY,Off-road,Raking,2/27/21,15.26,20,4.74,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
E,1,E1,3,E1_03,PAR-O,PAR,Off-road,Raking,3/9/21,28,40,12,6/18/21,,0,0,0,101,11/15/21,251,101,,6/11/21,1,94,5,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
E,1,E1,4,E1_04,LEX-O,LEX,Off-road,Raking,3/1/21,23,50,27,,,1,1,1,-44256,11/15/21,259,259,9/24/21,9/24/21,1,207,,,,40,4.147,9/27/21,
E,1,E1,5,E1_05,SSJ-R,SSJ,Roadside,Raking,3/16/21,27,32,5,6/11/21,,0,0,0,87,11/15/21,244,87,,,0, ,,,,,,,
E,1,E1,6,E1_06,OAP-R,OAP,Roadside,Raking,3/24/21,24,23,-1,6/11/21,,0,0,0,79,11/15/21,236,79,,,0, ,,,,,,,
E,1,E1,7,E1_07,GUA-R,GUA,Roadside,Raking,2/27/21,14.09,22,7.91,6/18/21,,0,0,0,111,11/15/21,261,111,7/2/21,,0, ,,,,10.1,0.038,9/28/21,
E,1,E1,8,E1_08,SSJ-O,SSJ,Off-road,Raking,2/27/21,13.74,15,1.26,7/30/21,,0,0,0,153,11/15/21,261,153,,,0, ,,,,,,,no body
E,1,E1,9,E1_09,LEX-R,LEX,Roadside,Raking,3/24/21,25,31,6,6/18/21,,0,0,0,86,11/15/21,236,86,,,0, ,,,,,,,
E,1,E1,10,E1_10,PEN-R,PEN,Roadside,Raking,2/27/21,21.79,21,-0.79,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
E,1,E1,11,E1_11,OAP-O,OAP,Off-road,Raking,2/27/21,22.57,18,-4.57,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
E,1,E1,12,E1_12,PEN-O,PEN,Off-road,Raking,3/16/21,30,33,3,7/16/21,,0,0,0,122,11/15/21,244,122,7/16/21,,0, ,,,,6.4,0.08,9/28/21,
E,1,E1,13,E1_13,CHE-R,CHE,Roadside,Raking,3/16/21,19,27,8,,,1,1,1,-44271,11/15/21,244,244,10/1/21,10/1/21,1,199,,,,10.4,0.167,10/4/21,
E,1,E1,14,E1_14,CHE-O,CHE,Off-road,Raking,2/27/21,18.87,22,3.13,6/11/21,,0,0,0,104,11/15/21,261,104,7/2/21,,0, ,,,,3.6,0.017,9/28/21,
E,1,E1,15,E1_15,PAR-R,PAR,Roadside,Raking,2/27/21,20.01,29,8.99,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,9,0.188,9/8/21,
E,1,E1,16,E1_16,BAY-R,BAY,Roadside,Raking,3/16/21,21,20,-1,6/11/21,,0,0,0,87,11/15/21,244,87,,,0, ,,,,,,,
E,2,E2,1,E2_01,PAR-O,PAR,Off-road,Control,3/16/21,28,27,-1,,,1,1,1,-44271,11/15/21,244,244,7/2/21,7/2/21,1,108,,,,11.7,0.099,9/28/21,
E,2,E2,2,E2_02,GUA-O,GUA,Off-road,Control,3/12/21,29,,-29,4/16/21,,0,0,0,35,11/15/21,248,35,,,0, ,,,,,,,
E,2,E2,3,E2_03,PEN-O,PEN,Off-road,Control,3/9/21,14,28,14,5/28/21,,0,0,0,80,11/15/21,251,80,,,0, ,,,,,,,
E,2,E2,4,E2_04,CHE-O,CHE,Off-road,Control,2/27/21,21.84,12,-9.84,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,5/21/21,3,,,,
E,2,E2,5,E2_05,BAY-O,BAY,Off-road,Control,3/16/21,15,21,6,6/25/21,,0,0,0,101,11/15/21,244,101,,,0, ,,,,,,,
E,2,E2,6,E2_06,BAY-R,BAY,Roadside,Control,3/9/21,32,38,6,6/25/21,,0,0,0,108,11/15/21,251,108,,6/11/21,1,94,6,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
E,2,E2,7,E2_07,PAR-R,PAR,Roadside,Control,2/27/21,17.21,29,11.79,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,10,,,9.5,0.059,9/28/21,
E,2,E2,8,E2_08,SSJ-O,SSJ,Off-road,Control,3/16/21,23,19,-4,6/11/21,,0,0,0,87,11/15/21,244,87,,,0, ,,,,,,,
E,2,E2,9,E2_09,LEX-O,LEX,Off-road,Control,3/16/21,19,15,-4,9/3/21,,0,0,0,171,11/15/21,244,171,9/3/21,,0, ,,,,6.3,0.057,9/9/21,
E,2,E2,10,E2_10,LEX-R,LEX,Roadside,Control,2/27/21,19.44,34,14.56,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/11/21,1,104,6,,,13,0.279,9/28/21,
E,2,E2,11,E2_11,OAP-O,OAP,Off-road,Control,3/9/21,22,35,13,,,1,1,1,-44264,11/15/21,251,251,9/24/21,9/24/21,1,199,,,,31.9,1.304,9/27/21,
E,2,E2,12,E2_12,PEN-R,PEN,Roadside,Control,2/27/21,25.36,22,-3.36,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,7.3,0.057,9/29/21,
E,2,E2,13,E2_13,OAP-R,OAP,Roadside,Control,3/16/21,29,34,5,8/27/21,,0,0,0,164,11/15/21,244,164,,,0, ,,,,,,,no body
E,2,E2,14,E2_14,CHE-R,CHE,Roadside,Control,3/16/21,26,21,-5,,,1,1,1,-44271,11/15/21,244,244,9/10/21,,0, ,,9/10/21,,10.1,0.193,9/28/21,
E,2,E2,15,E2_15,SSJ-R,SSJ,Roadside,Control,3/9/21,35,30,-5,7/23/21,,0,0,0,136,11/15/21,251,136,7/23/21,,0, ,,,,5.7,0.061,9/7/21,
E,2,E2,16,E2_16,GUA-R,GUA,Roadside,Control,3/16/21,28,35,7,,,1,1,1,-44271,11/15/21,244,244,9/24/21,9/24/21,1,192,,,,21.8,0.468,9/27/21,
E,3,E3,1,E3_01,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,17.39,25,7.61,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/11/21,1,104,28,,,15.9,0.572,9/28/21,
E,3,E3,2,E3_02,LEX-O,LEX,Off-road,Raking + Clipping,3/16/21,24,50,26,7/23/21,,0,0,0,129,11/15/21,244,129,7/23/21,,0, ,,,,8.4,0.206,9/7/21,
E,3,E3,3,E3_03,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,19.68,21,1.32,6/18/21,,0,0,0,111,11/15/21,261,111,7/2/21,,0, ,,,,10,0.159,9/28/21,
E,3,E3,4,E3_04,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,22.52,13,-9.52,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,5,,,7.4,0.131,9/28/21,
E,3,E3,5,E3_05,PEN-R,PEN,Roadside,Raking + Clipping,3/16/21,29,46,17,7/30/21,,0,0,0,136,11/15/21,244,136,7/30/21,,0, ,,,,13.9,0.674,9/8/21,
E,3,E3,6,E3_06,GUA-O,GUA,Off-road,Raking + Clipping,3/16/21,12,25,13,6/25/21,,0,0,0,101,11/15/21,244,101,,,0, ,,,,,,,
E,3,E3,7,E3_07,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,20.72,18,-2.72,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
E,3,E3,8,E3_08,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,23.45,25,1.55,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,5,,,9.8,0.246,9/28/21,
E,3,E3,9,E3_09,SSJ-O,SSJ,Off-road,Raking + Clipping,3/16/21,23,35,12,,,1,1,1,-44271,11/15/21,244,244,7/2/21,6/25/21,1,101,3,,,15,0.319,9/28/21,
E,3,E3,10,E3_10,PEN-O,PEN,Off-road,Raking + Clipping,2/27/21,23.07,18,-5.07,,,1,1,1,-44254,11/15/21,261,261,7/2/21,5/28/21,1,90,5,,,7.4,0.057,9/28/21,
E,3,E3,11,E3_11,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,20.71,25,4.29,,,1,1,1,-44254,11/15/21,261,261,7/2/21,5/28/21,1,90,2,,,9.5,0.193,9/28/21,
E,3,E3,12,E3_12,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,17.97,37,19.03,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,7.1,0.311,9/28/21,
E,3,E3,13,E3_13,BAY-R,BAY,Roadside,Raking + Clipping,3/16/21,20,25,5,,,1,1,1,-44271,11/15/21,244,244,7/2/21,7/2/21,1,108,,,,9.3,0.145,9/28/21,
E,3,E3,14,E3_14,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/21,9.83,23,13.17,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,5.6,0.099,9/8/21,
E,3,E3,15,E3_15,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,24.54,25,0.46,8/12/21,,0,0,0,166,11/15/21,261,166,8/12/21,,0, ,,,,9.6,0.201,9/9/21,
E,3,E3,16,E3_16,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,11.82,30,18.18,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,6.8,0.252,9/8/21,
E,4,E4,1,E4_01,LEX-R,LEX,Roadside,Hemizonia,3/9/21,28,21,-7,7/16/21,,0,0,0,129,11/15/21,251,129,7/16/21,,0, ,,,,5.6,0.087,9/28/21,
E,4,E4,2,E4_02,GUA-R,GUA,Roadside,Hemizonia,2/27/21,24.75,20,-4.75,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
E,4,E4,3,E4_03,OAP-R,OAP,Roadside,Hemizonia,3/9/21,22,30,8,7/16/21,,0,0,0,129,11/15/21,251,129,7/16/21,,0, ,,,,6,0.03,9/29/21,lost leaves
E,4,E4,4,E4_04,PEN-R,PEN,Roadside,Hemizonia,3/9/21,28,33,5,7/16/21,,0,0,0,129,11/15/21,251,129,7/16/21,,0, ,,,,4.6,0.048,9/29/21,
E,4,E4,5,E4_05,LEX-O,LEX,Off-road,Hemizonia,3/9/21,24,22,-2,7/23/21,,0,0,0,136,11/15/21,251,136,7/23/21,,0, ,,,,5.3,0.137,9/7/21,
E,4,E4,6,E4_06,PAR-R,PAR,Roadside,Hemizonia,2/27/21,25.47,,-25.47,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
E,4,E4,7,E4_07,CHE-O,CHE,Off-road,Hemizonia,2/27/21,21.77,,-21.77,4/24/21,,0,0,0,56,11/15/21,261,56,,,0, ,,,,,,,
E,4,E4,8,E4_08,SSJ-R,SSJ,Roadside,Hemizonia,3/9/21,32,30,-2,6/11/21,,0,0,0,94,11/15/21,251,94,,,0, ,,,,,,,
E,4,E4,9,E4_09,PAR-O,PAR,Off-road,Hemizonia,3/9/21,20,19,-1,6/25/21,,0,0,0,108,11/15/21,251,108,7/2/21,,0, ,,,,4.7,0.041,9/28/21,
E,4,E4,10,E4_10,GUA-O,GUA,Off-road,Hemizonia,3/16/21,11,14,3,6/11/21,,0,0,0,87,11/15/21,244,87,,,0, ,,,,,,,
E,4,E4,11,E4_11,PEN-O,PEN,Off-road,Hemizonia,3/16/21,19,,-19,5/21/21,,0,0,0,66,11/15/21,244,66,,,0, ,,,,,,,
E,4,E4,12,E4_12,BAY-O,BAY,Off-road,Hemizonia,3/9/21,26,20,-6,6/25/21,,0,0,0,108,11/15/21,251,108,,,0, ,,,,,,,
E,4,E4,13,E4_13,CHE-R,CHE,Roadside,Hemizonia,2/27/21,17.27,21,3.73,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,4.8,0.027,9/28/21,
E,4,E4,14,E4_14,SSJ-O,SSJ,Off-road,Hemizonia,2/27/21,26.58,22,-4.58,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,4,,,7.2,0.042,9/28/21,
E,4,E4,15,E4_15,BAY-R,BAY,Roadside,Hemizonia,2/27/21,12.26,23,10.74,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,4,,,9.7,0.07,9/28/21,
E,4,E4,16,E4_16,OAP-O,OAP,Off-road,Hemizonia,3/16/21,22,26,4,7/2/21,,0,0,0,108,11/15/21,244,108,7/2/21,,0, ,,,,4.6,0.053,9/28/21,
E,5,E5,1,E5_01,LEX-O,LEX,Off-road,Biomass Removal,3/9/21,23,46,23,9/3/21,,0,0,0,178,11/15/21,251,178,9/3/21,,0, ,,,,21.2,1.299,9/9/21,
E,5,E5,2,E5_02,SSJ-O,SSJ,Off-road,Biomass Removal,3/9/21,25,49,24,,,1,1,1,-44264,11/15/21,251,251,7/30/21,7/30/21,1,143,,,,21,3.081,9/7/21,
E,5,E5,3,E5_03,CHE-O,CHE,Off-road,Biomass Removal,3/9/21,24,42,18,,,1,1,1,-44264,11/15/21,251,251,9/3/21,9/3/21,1,178,,,,30.1,3.89,9/8/21,
E,5,E5,4,E5_04,LEX-R,LEX,Roadside,Biomass Removal,3/12/21,25,43,18,,,1,1,1,-44267,11/15/21,248,248,9/10/21,9/10/21,1,182,,,,41.9,6.183,9/20/21,
E,5,E5,5,E5_05,OAP-O,OAP,Off-road,Biomass Removal,2/27/21,21.54,,-21.54,3/29/21,,0,0,0,30,11/15/21,261,30,,,0, ,,,,,,,
E,5,E5,6,E5_06,BAY-R,BAY,Roadside,Biomass Removal,2/27/21,16.67,42,25.33,,,1,1,1,-44254,11/15/21,261,261,7/16/21,7/16/21,1,139,,,,21.5,2.572,9/3/21,
E,5,E5,7,E5_07,OAP-R,OAP,Roadside,Biomass Removal,3/24/21,15,32,17,6/11/21,,0,0,0,79,11/15/21,236,79,7/2/21,,0, ,,,,6.8,0.207,9/28/21,
E,5,E5,8,E5_08,PAR-R,PAR,Roadside,Biomass Removal,2/27/21,19.62,37,17.38,,,1,1,1,-44254,11/15/21,261,261,7/16/21,7/16/21,1,139,,,,13.6,0.348,9/29/21,
E,5,E5,9,E5_09,PEN-R,PEN,Roadside,Biomass Removal,2/27/21,13.51,36,22.49,,,1,1,1,-44254,11/15/21,261,261,8/19/21,,0, ,,8/19/21,,31.2,2.326,9/7/21,
E,5,E5,10,E5_10,GUA-O,GUA,Off-road,Biomass Removal,3/16/21,16,38,22,,,1,1,1,-44271,11/15/21,244,244,9/3/21,9/3/21,1,171,,,,39.5,6.015,9/8/21,
E,5,E5,11,E5_11,CHE-R,CHE,Roadside,Biomass Removal,2/27/21,9.35,36,26.65,,,1,1,1,-44254,11/15/21,261,261,7/16/21,7/16/21,1,139,,,,23.1,1.719,9/3/21,
E,5,E5,12,E5_12,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/21,16.56,34,17.44,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,21.5,1.227,9/28/21,
E,5,E5,13,E5_13,GUA-R,GUA,Roadside,Biomass Removal,3/24/21,24,50,26,,,1,1,1,-44279,11/15/21,236,236,9/10/21,9/10/21,1,170,,,,40.4,6.686,9/20/21,
E,5,E5,14,E5_14,PEN-O,PEN,Off-road,Biomass Removal,2/27/21,9.52,40,30.48,,,1,1,1,-44254,11/15/21,261,261,9/10/21,,0, ,,9/10/21,,41.5,4.157,9/20/21,
E,5,E5,15,E5_15,BAY-O,BAY,Off-road,Biomass Removal,3/12/21,21,46,25,,,1,1,1,-44267,11/15/21,248,248,7/16/21,7/16/21,1,126,,,,24.5,6.241,9/7/21,
E,5,E5,16,E5_16,PAR-O,PAR,Off-road,Biomass Removal,2/27/21,24.83,36,11.17,,,1,1,1,-44254,11/15/21,261,261,7/2/21,7/2/21,1,125,,,,17.9,1.781,9/8/21,
F,1,F1,1,F1_01,OAP-R,OAP,Roadside,Biomass Removal,3/16/21,29,46,17,,,1,1,1,-44271,11/15/21,244,244,7/16/21,7/16/21,1,122,,,,22.5,2.933,9/3/21,
F,1,F1,2,F1_02,SSJ-O,SSJ,Off-road,Biomass Removal,3/9/21,17,40,23,,,1,1,1,-44264,11/15/21,251,251,9/10/21,9/10/21,1,185,,,,38,5.522,9/20/21,
F,1,F1,3,F1_03,CHE-O,CHE,Off-road,Biomass Removal,2/27/21,25.77,39,13.23,,,1,1,1,-44254,11/15/21,261,261,7/30/21,7/30/21,1,153,,,,33.5,7.549,9/3/21,
F,1,F1,4,F1_04,PAR-R,PAR,Roadside,Biomass Removal,3/9/21,21,56,35,,,1,1,1,-44264,11/15/21,251,251,9/10/21,9/10/21,1,185,,,,50.3,10.419,9/13/21,
F,1,F1,5,F1_05,GUA-O,GUA,Off-road,Biomass Removal,2/27/21,26,36,10,,,1,1,1,-44254,11/15/21,261,261,7/30/21,7/30/21,1,153,,,,26,3.188,9/7/21,
F,1,F1,6,F1_06,PEN-O,PEN,Off-road,Biomass Removal,2/27/21,28.09,40,11.91,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,39.5,4.937,9/7/21,
F,1,F1,7,F1_07,BAY-O,BAY,Off-road,Biomass Removal,2/27/21,23.69,46,22.31,,,1,1,1,-44254,11/15/21,261,261,7/30/21,7/30/21,1,153,,,,39.4,10.114,9/7/21,
F,1,F1,8,F1_08,OAP-O,OAP,Off-road,Biomass Removal,2/27/21,15.34,43,27.66,,,1,1,1,-44254,11/15/21,261,261,9/3/21,,0, ,,9/3/21,,60,12.781,9/20/21,
F,1,F1,9,F1_09,PEN-R,PEN,Roadside,Biomass Removal,2/27/21,23.01,50,26.99,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,73.9,37.61,9/13/21,
F,1,F1,10,F1_10,BAY-R,BAY,Roadside,Biomass Removal,2/27/21,26.14,45,18.86,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,55.2,16.301,9/22/21,
F,1,F1,11,F1_11,LEX-O,LEX,Off-road,Biomass Removal,2/27/21,27.99,39,11.01,,,1,1,1,-44254,11/15/21,261,261,9/3/21,9/3/21,1,188,,,,34.8,8.448,9/8/21,
F,1,F1,12,F1_12,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/21,16.03,43,26.97,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,73.5,39.737,9/20/21,
F,1,F1,13,F1_13,LEX-R,LEX,Roadside,Biomass Removal,3/12/21,28,49,21,,,1,1,1,-44267,11/15/21,248,248,9/10/21,,0, ,,9/10/21,,55.5,30.203,9/20/21,
F,1,F1,14,F1_14,GUA-R,GUA,Roadside,Biomass Removal,2/27/21,19.32,59,39.68,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,60.9,23.736,9/20/21,
