Block,Plot,Flag,Pos,Flag_Pos,Source,Pop,Type,Trt,PlantDate,LeafMeas1,LeafMeas2,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
D,3,D3,05,D3_05,CHE-R,CHE,Roadside,Control,2/27/2021,34.62,31,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,18.7,0.396,9/28/2021,
D,3,D3,06,D3_06,OAP-O,OAP,Off-road,Control,2/27/2021,18.74,30,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,37.0,1.295,9/27/2021,
D,3,D3,07,D3_07,LEX-R,LEX,Roadside,Control,3/19/2021,23,,5/16/2021,,0,0,0,58,11/15/2021,241,58,,,0, ,,,,,,,
D,3,D3,08,D3_08,GUA-O,GUA,Off-road,Control,2/27/2021,26.56,18,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
D,3,D3,09,D3_09,PAR-O,PAR,Off-road,Control,2/27/2021,21.55,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,3,D3,10,D3_10,CHE-O,CHE,Off-road,Control,2/27/2021,20.65,37,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,18.0,0.462,9/27/2021,
D,3,D3,11,D3_11,GUA-R,GUA,Roadside,Control,2/27/2021,14.07,1/29/1900,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,17.6,0.317,9/27/2021,
D,3,D3,12,D3_12,BAY-R,BAY,Roadside,Control,2/27/2021,23.18,15,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,17.5,0.375,9/28/2021,
D,3,D3,13,D3_13,PAR-R,PAR,Roadside,Control,2/27/2021,17.39,16,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,3,D3,14,D3_14,LEX-O,LEX,Off-road,Control,2/27/2021,18.16,20,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,2.7,0.131,9/28/2021,
D,3,D3,15,D3_15,PEN-O,PEN,Off-road,Control,2/27/2021,8.61,15,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,1.8,0.013,9/8/2021,
D,3,D3,16,D3_16,PEN-R,PEN,Roadside,Control,2/27/2021,16.64,17,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,16.3,0.626,9/28/2021,
D,4,D4,01,D4_01,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,20.9,25,,,1,1,1,-44254,11/15/2021,261,261,7/9/2021,7/9/2021,1,132,,,,7.9,0.127,9/8/2021,
D,4,D4,02,D4_02,PEN-O,PEN,Off-road,Raking + Clipping,2/27/2021,19.31,22,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,4.8,0.034,9/8/2021,
D,4,D4,03,D4_03,GUA-O,GUA,Off-road,Raking + Clipping,2/27/2021,14.49,36,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
D,4,D4,04,D4_04,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,17.28,10,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
D,4,D4,05,D4_05,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/2021,11.96,,5/16/2021,,0,0,0,78,11/15/2021,261,78,,,0, ,,,,,,,
D,4,D4,06,D4_06,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/2021,22.78,25,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,30.0,0.926,9/28/2021,
D,4,D4,07,D4_07,BAY-R,BAY,Roadside,Raking + Clipping,2/27/2021,22.46,15,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,4,D4,08,D4_08,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,13.69,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,4,D4,09,D4_09,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,21.7,20,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.9,0.059,9/8/2021,
D,4,D4,10,D4_10,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,20.16,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,3.9,0.246,9/8/2021,
D,4,D4,11,D4_11,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,23.62,31,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,3.3,0.166,9/8/2021,
D,4,D4,12,D4_12,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,20.65,27,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.5,0.180,9/8/2021,
D,4,D4,13,D4_13,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,17.39,20,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/9/2021,,0, ,,,,2.2,0.024,9/8/2021,
D,4,D4,14,D4_14,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,15.77,32,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
D,4,D4,15,D4_15,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,12.48,30,8/12/2021,,0,0,0,166,11/15/2021,261,166,8/12/2021,,0, ,,,,4.8,0.414,9/7/2021,
D,4,D4,16,D4_16,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,9.56,19,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/20/2021,,0, ,,,,2.1,0.050,9/8/2021,
D,5,D5,01,D5_01,PAR-R,PAR,Roadside,Raking,2/27/2021,26.43,25,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.6,0.142,9/8/2021,
D,5,D5,02,D5_02,GUA-R,GUA,Roadside,Raking,2/27/2021,24.31,39,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,5,D5,03,D5_03,LEX-R,LEX,Roadside,Raking,2/27/2021,9.63,34,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,4.7,0.043,9/8/2021,
D,5,D5,04,D5_04,OAP-R,OAP,Roadside,Raking,2/27/2021,20.86,29,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
D,5,D5,05,D5_05,OAP-O,OAP,Off-road,Raking,2/27/2021,19.48,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,3.5,0.063,9/9/2021,
D,5,D5,06,D5_06,CHE-R,CHE,Roadside,Raking,2/27/2021,20.48,21,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,2.2,0.035,9/28/2021,
D,5,D5,07,D5_07,BAY-O,BAY,Off-road,Raking,2/27/2021,10.41,1/19/1900,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,5,D5,08,D5_08,LEX-O,LEX,Off-road,Raking,2/27/2021,17.11,24,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,5,D5,09,D5_09,BAY-R,BAY,Roadside,Raking,2/27/2021,21.79,22,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.7,0.032,9/9/2021,
D,5,D5,10,D5_10,PEN-O,PEN,Off-road,Raking,2/27/2021,20.88,31,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
D,5,D5,11,D5_11,PAR-O,PAR,Off-road,Raking,2/27/2021,21.58,2/3/1900,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
D,5,D5,12,D5_12,CHE-O,CHE,Off-road,Raking,2/27/2021,17.64,34,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,5,D5,13,D5_13,SSJ-O,SSJ,Off-road,Raking,2/27/2021,15.48,21,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,3.7,0.060,9/29/2021,
D,5,D5,14,D5_14,SSJ-R,SSJ,Roadside,Raking,2/27/2021,14.43,10,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
D,5,D5,15,D5_15,PEN-R,PEN,Roadside,Raking,2/27/2021,17.13,25,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.9,0.091,9/28/2021,
D,5,D5,16,D5_16,GUA-O,GUA,Off-road,Raking,2/27/2021,16.52,19,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
E,1,E1,01,E1_01,GUA-O,GUA,Off-road,Raking,3/16/2021,19,26,6/11/2021,,0,0,0,87,11/15/2021,244,87,,5/21/2021,1,66,8,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
E,1,E1,02,E1_02,BAY-O,BAY,Off-road,Raking,2/27/2021,15.26,20,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
E,1,E1,03,E1_03,PAR-O,PAR,Off-road,Raking,3/9/2021,28,40,6/18/2021,,0,0,0,101,11/15/2021,251,101,,6/11/2021,1,94,5,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
E,1,E1,04,E1_04,LEX-O,LEX,Off-road,Raking,3/1/2021,23,50,,,1,1,1,-44256,11/15/2021,259,259,9/24/2021,9/24/2021,1,207,,,,40.0,4.147,9/27/2021,
E,1,E1,05,E1_05,SSJ-R,SSJ,Roadside,Raking,3/16/2021,27,32,6/11/2021,,0,0,0,87,11/15/2021,244,87,,,0, ,,,,,,,
E,1,E1,06,E1_06,OAP-R,OAP,Roadside,Raking,3/24/2021,24,23,6/11/2021,,0,0,0,79,11/15/2021,236,79,,,0, ,,,,,,,
E,1,E1,07,E1_07,GUA-R,GUA,Roadside,Raking,2/27/2021,14.09,22,6/18/2021,,0,0,0,111,11/15/2021,261,111,7/2/2021,,0, ,,,,10.1,0.038,9/28/2021,
E,1,E1,08,E1_08,SSJ-O,SSJ,Off-road,Raking,2/27/2021,13.74,15,7/30/2021,,0,0,0,153,11/15/2021,261,153,,,0, ,,,,,,,no body
E,1,E1,09,E1_09,LEX-R,LEX,Roadside,Raking,3/24/2021,25,31,6/18/2021,,0,0,0,86,11/15/2021,236,86,,,0, ,,,,,,,
E,1,E1,10,E1_10,PEN-R,PEN,Roadside,Raking,2/27/2021,21.79,21,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
E,1,E1,11,E1_11,OAP-O,OAP,Off-road,Raking,2/27/2021,22.57,18,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
E,1,E1,12,E1_12,PEN-O,PEN,Off-road,Raking,3/16/2021,30,33,7/16/2021,,0,0,0,122,11/15/2021,244,122,7/16/2021,,0, ,,,,6.4,0.080,9/28/2021,
E,1,E1,13,E1_13,CHE-R,CHE,Roadside,Raking,3/16/2021,19,27,,,1,1,1,-44271,11/15/2021,244,244,10/1/2021,10/1/2021,1,199,,,,10.4,0.167,10/4/2021,
E,1,E1,14,E1_14,CHE-O,CHE,Off-road,Raking,2/27/2021,18.87,22,6/11/2021,,0,0,0,104,11/15/2021,261,104,7/2/2021,,0, ,,,,3.6,0.017,9/28/2021,
E,1,E1,15,E1_15,PAR-R,PAR,Roadside,Raking,2/27/2021,20.01,29,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,9.0,0.188,9/8/2021,
E,1,E1,16,E1_16,BAY-R,BAY,Roadside,Raking,3/16/2021,21,20,6/11/2021,,0,0,0,87,11/15/2021,244,87,,,0, ,,,,,,,
E,2,E2,01,E2_01,PAR-O,PAR,Off-road,Control,3/16/2021,28,27,,,1,1,1,-44271,11/15/2021,244,244,7/2/2021,7/2/2021,1,108,,,,11.7,0.099,9/28/2021,
E,2,E2,02,E2_02,GUA-O,GUA,Off-road,Control,3/12/2021,29,,4/16/2021,,0,0,0,35,11/15/2021,248,35,,,0, ,,,,,,,
E,2,E2,03,E2_03,PEN-O,PEN,Off-road,Control,3/9/2021,14,28,5/28/2021,,0,0,0,80,11/15/2021,251,80,,,0, ,,,,,,,
E,2,E2,04,E2_04,CHE-O,CHE,Off-road,Control,2/27/2021,21.84,12,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,5/21/2021,3,,,,
E,2,E2,05,E2_05,BAY-O,BAY,Off-road,Control,3/16/2021,15,21,6/25/2021,,0,0,0,101,11/15/2021,244,101,,,0, ,,,,,,,
E,2,E2,06,E2_06,BAY-R,BAY,Roadside,Control,3/9/2021,32,38,6/25/2021,,0,0,0,108,11/15/2021,251,108,,6/11/2021,1,94,6,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
E,2,E2,07,E2_07,PAR-R,PAR,Roadside,Control,2/27/2021,17.21,1/28/1900,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,10,,,9.5,0.059,9/28/2021,
E,2,E2,08,E2_08,SSJ-O,SSJ,Off-road,Control,3/16/2021,23,19,6/11/2021,,0,0,0,87,11/15/2021,244,87,,,0, ,,,,,,,
E,2,E2,09,E2_09,LEX-O,LEX,Off-road,Control,3/16/2021,19,15,9/3/2021,,0,0,0,171,11/15/2021,244,171,9/3/2021,,0, ,,,,6.3,0.057,9/9/2021,
E,2,E2,10,E2_10,LEX-R,LEX,Roadside,Control,2/27/2021,19.44,34,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/11/2021,1,104,6,,,13.0,0.279,9/28/2021,
E,2,E2,11,E2_11,OAP-O,OAP,Off-road,Control,3/9/2021,22,2/3/1900,,,1,1,1,-44264,11/15/2021,251,251,9/24/2021,9/24/2021,1,199,,,,31.9,1.304,9/27/2021,
E,2,E2,12,E2_12,PEN-R,PEN,Roadside,Control,2/27/2021,25.36,22,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,7.3,0.057,9/29/2021,
E,2,E2,13,E2_13,OAP-R,OAP,Roadside,Control,3/16/2021,29,34,8/27/2021,,0,0,0,164,11/15/2021,244,164,,,0, ,,,,,,,no body
E,2,E2,14,E2_14,CHE-R,CHE,Roadside,Control,3/16/2021,26,21,,,1,1,1,-44271,11/15/2021,244,244,9/10/2021,,0, ,,9/10/2021,,10.1,0.193,9/28/2021,
E,2,E2,15,E2_15,SSJ-R,SSJ,Roadside,Control,3/9/2021,35,30,7/23/2021,,0,0,0,136,11/15/2021,251,136,7/23/2021,,0, ,,,,5.7,0.061,9/7/2021,
E,2,E2,16,E2_16,GUA-R,GUA,Roadside,Control,3/16/2021,28,35,,,1,1,1,-44271,11/15/2021,244,244,9/24/2021,9/24/2021,1,192,,,,21.8,0.468,9/27/2021,
E,3,E3,01,E3_01,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,17.39,25,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/11/2021,1,104,28,,,15.9,0.572,9/28/2021,
E,3,E3,02,E3_02,LEX-O,LEX,Off-road,Raking + Clipping,3/16/2021,24,50,7/23/2021,,0,0,0,129,11/15/2021,244,129,7/23/2021,,0, ,,,,8.4,0.206,9/7/2021,
E,3,E3,03,E3_03,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,19.68,21,6/18/2021,,0,0,0,111,11/15/2021,261,111,7/2/2021,,0, ,,,,10.0,0.159,9/28/2021,
E,3,E3,04,E3_04,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,22.52,13,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,5,,,7.4,0.131,9/28/2021,
E,3,E3,05,E3_05,PEN-R,PEN,Roadside,Raking + Clipping,3/16/2021,29,46,7/30/2021,,0,0,0,136,11/15/2021,244,136,7/30/2021,,0, ,,,,13.9,0.674,9/8/2021,
E,3,E3,06,E3_06,GUA-O,GUA,Off-road,Raking + Clipping,3/16/2021,12,25,6/25/2021,,0,0,0,101,11/15/2021,244,101,,,0, ,,,,,,,
E,3,E3,07,E3_07,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,20.72,18,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
E,3,E3,08,E3_08,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,23.45,25,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,5,,,9.8,0.246,9/28/2021,
E,3,E3,09,E3_09,SSJ-O,SSJ,Off-road,Raking + Clipping,3/16/2021,23,35,,,1,1,1,-44271,11/15/2021,244,244,7/2/2021,6/25/2021,1,101,3,,,15.0,0.319,9/28/2021,
E,3,E3,10,E3_10,PEN-O,PEN,Off-road,Raking + Clipping,2/27/2021,23.07,18,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,5/28/2021,1,90,5,,,7.4,0.057,9/28/2021,
E,3,E3,11,E3_11,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,20.71,25,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,5/28/2021,1,90,2,,,9.5,0.193,9/28/2021,
E,3,E3,12,E3_12,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,17.97,37,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,7.1,0.311,9/28/2021,
E,3,E3,13,E3_13,BAY-R,BAY,Roadside,Raking + Clipping,3/16/2021,20,25,,,1,1,1,-44271,11/15/2021,244,244,7/2/2021,7/2/2021,1,108,,,,9.3,0.145,9/28/2021,
E,3,E3,14,E3_14,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/2021,9.83,23,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,5.6,0.099,9/8/2021,
E,3,E3,15,E3_15,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,24.54,25,8/12/2021,,0,0,0,166,11/15/2021,261,166,8/12/2021,,0, ,,,,9.6,0.201,9/9/2021,
E,3,E3,16,E3_16,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,11.82,30,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,6.8,0.252,9/8/2021,
E,4,E4,01,E4_01,LEX-R,LEX,Roadside,+Hemizonia,3/9/2021,28,21,7/16/2021,,0,0,0,129,11/15/2021,251,129,7/16/2021,,0, ,,,,5.6,0.087,9/28/2021,
E,4,E4,02,E4_02,GUA-R,GUA,Roadside,+Hemizonia,2/27/2021,24.75,20,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
E,4,E4,03,E4_03,OAP-R,OAP,Roadside,+Hemizonia,3/9/2021,22,30,7/16/2021,,0,0,0,129,11/15/2021,251,129,7/16/2021,,0, ,,,,6.0,0.030,9/29/2021,lost leaves
E,4,E4,04,E4_04,PEN-R,PEN,Roadside,+Hemizonia,3/9/2021,28,33,7/16/2021,,0,0,0,129,11/15/2021,251,129,7/16/2021,,0, ,,,,4.6,0.048,9/29/2021,
E,4,E4,05,E4_05,LEX-O,LEX,Off-road,+Hemizonia,3/9/2021,24,22,7/23/2021,,0,0,0,136,11/15/2021,251,136,7/23/2021,,0, ,,,,5.3,0.137,9/7/2021,
E,4,E4,06,E4_06,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,25.47,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
E,4,E4,07,E4_07,CHE-O,CHE,Off-road,+Hemizonia,2/27/2021,21.77,,4/24/2021,,0,0,0,56,11/15/2021,261,56,,,0, ,,,,,,,
E,4,E4,08,E4_08,SSJ-R,SSJ,Roadside,+Hemizonia,3/9/2021,32,30,6/11/2021,,0,0,0,94,11/15/2021,251,94,,,0, ,,,,,,,
E,4,E4,09,E4_09,PAR-O,PAR,Off-road,+Hemizonia,3/9/2021,20,19,6/25/2021,,0,0,0,108,11/15/2021,251,108,7/2/2021,,0, ,,,,4.7,0.041,9/28/2021,
E,4,E4,10,E4_10,GUA-O,GUA,Off-road,+Hemizonia,3/16/2021,11,14,6/11/2021,,0,0,0,87,11/15/2021,244,87,,,0, ,,,,,,,
E,4,E4,11,E4_11,PEN-O,PEN,Off-road,+Hemizonia,3/16/2021,19,,5/21/2021,,0,0,0,66,11/15/2021,244,66,,,0, ,,,,,,,
E,4,E4,12,E4_12,BAY-O,BAY,Off-road,+Hemizonia,3/9/2021,26,20,6/25/2021,,0,0,0,108,11/15/2021,251,108,,,0, ,,,,,,,
E,4,E4,13,E4_13,CHE-R,CHE,Roadside,+Hemizonia,2/27/2021,17.27,21,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,4.8,0.027,9/28/2021,
E,4,E4,14,E4_14,SSJ-O,SSJ,Off-road,+Hemizonia,2/27/2021,26.58,22,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,4,,,7.2,0.042,9/28/2021,
E,4,E4,15,E4_15,BAY-R,BAY,Roadside,+Hemizonia,2/27/2021,12.26,23,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,4,,,9.7,0.070,9/28/2021,
E,4,E4,16,E4_16,OAP-O,OAP,Off-road,+Hemizonia,3/16/2021,22,26,7/2/2021,,0,0,0,108,11/15/2021,244,108,7/2/2021,,0, ,,,,4.6,0.053,9/28/2021,
E,5,E5,01,E5_01,LEX-O,LEX,Off-road,Biomass Removal,3/9/2021,23,46,9/3/2021,,0,0,0,178,11/15/2021,251,178,9/3/2021,,0, ,,,,21.2,1.299,9/9/2021,
E,5,E5,02,E5_02,SSJ-O,SSJ,Off-road,Biomass Removal,3/9/2021,25,49,,,1,1,1,-44264,11/15/2021,251,251,7/30/2021,7/30/2021,1,143,,,,21.0,3.081,9/7/2021,
E,5,E5,03,E5_03,CHE-O,CHE,Off-road,Biomass Removal,3/9/2021,24,42,,,1,1,1,-44264,11/15/2021,251,251,9/3/2021,9/3/2021,1,178,,,,30.1,3.890,9/8/2021,
E,5,E5,04,E5_04,LEX-R,LEX,Roadside,Biomass Removal,3/12/2021,25,43,,,1,1,1,-44267,11/15/2021,248,248,9/10/2021,9/10/2021,1,182,,,,41.9,6.183,9/20/2021,
E,5,E5,05,E5_05,OAP-O,OAP,Off-road,Biomass Removal,2/27/2021,21.54,,3/29/2021,,0,0,0,30,11/15/2021,261,30,,,0, ,,,,,,,
E,5,E5,06,E5_06,BAY-R,BAY,Roadside,Biomass Removal,2/27/2021,16.67,42,,,1,1,1,-44254,11/15/2021,261,261,7/16/2021,7/16/2021,1,139,,,,21.5,2.572,9/3/2021,
E,5,E5,07,E5_07,OAP-R,OAP,Roadside,Biomass Removal,3/24/2021,15,32,6/11/2021,,0,0,0,79,11/15/2021,236,79,7/2/2021,,0, ,,,,6.8,0.207,9/28/2021,
E,5,E5,08,E5_08,PAR-R,PAR,Roadside,Biomass Removal,2/27/2021,19.62,37,,,1,1,1,-44254,11/15/2021,261,261,7/16/2021,7/16/2021,1,139,,,,13.6,0.348,9/29/2021,
E,5,E5,09,E5_09,PEN-R,PEN,Roadside,Biomass Removal,2/27/2021,13.51,36,,,1,1,1,-44254,11/15/2021,261,261,8/19/2021,,0, ,,8/19/2021,,31.2,2.326,9/7/2021,
E,5,E5,10,E5_10,GUA-O,GUA,Off-road,Biomass Removal,3/16/2021,16,38,,,1,1,1,-44271,11/15/2021,244,244,9/3/2021,9/3/2021,1,171,,,,39.5,6.015,9/8/2021,
E,5,E5,11,E5_11,CHE-R,CHE,Roadside,Biomass Removal,2/27/2021,9.35,36,,,1,1,1,-44254,11/15/2021,261,261,7/16/2021,7/16/2021,1,139,,,,23.1,1.719,9/3/2021,
E,5,E5,12,E5_12,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/2021,16.56,34,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,21.5,1.227,9/28/2021,
E,5,E5,13,E5_13,GUA-R,GUA,Roadside,Biomass Removal,3/24/2021,24,50,,,1,1,1,-44279,11/15/2021,236,236,9/10/2021,9/10/2021,1,170,,,,40.4,6.686,9/20/2021,
E,5,E5,14,E5_14,PEN-O,PEN,Off-road,Biomass Removal,2/27/2021,9.52,40,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,,0, ,,9/10/2021,,41.5,4.157,9/20/2021,
E,5,E5,15,E5_15,BAY-O,BAY,Off-road,Biomass Removal,3/12/2021,21,46,,,1,1,1,-44267,11/15/2021,248,248,7/16/2021,7/16/2021,1,126,,,,24.5,6.241,9/7/2021,
E,5,E5,16,E5_16,PAR-O,PAR,Off-road,Biomass Removal,2/27/2021,24.83,36,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,7/2/2021,1,125,,,,17.9,1.781,9/8/2021,
F,1,F1,01,F1_01,OAP-R,OAP,Roadside,Biomass Removal,3/16/2021,29,46,,,1,1,1,-44271,11/15/2021,244,244,7/16/2021,7/16/2021,1,122,,,,22.5,2.933,9/3/2021,
F,1,F1,02,F1_02,SSJ-O,SSJ,Off-road,Biomass Removal,3/9/2021,17,40,,,1,1,1,-44264,11/15/2021,251,251,9/10/2021,9/10/2021,1,185,,,,38.0,5.522,9/20/2021,
F,1,F1,03,F1_03,CHE-O,CHE,Off-road,Biomass Removal,2/27/2021,25.77,39,,,1,1,1,-44254,11/15/2021,261,261,7/30/2021,7/30/2021,1,153,,,,33.5,7.549,9/3/2021,
F,1,F1,04,F1_04,PAR-R,PAR,Roadside,Biomass Removal,3/9/2021,21,56,,,1,1,1,-44264,11/15/2021,251,251,9/10/2021,9/10/2021,1,185,,,,50.3,10.419,9/13/2021,
F,1,F1,05,F1_05,GUA-O,GUA,Off-road,Biomass Removal,2/27/2021,26,36,,,1,1,1,-44254,11/15/2021,261,261,7/30/2021,7/30/2021,1,153,,,,26.0,3.188,9/7/2021,
F,1,F1,06,F1_06,PEN-O,PEN,Off-road,Biomass Removal,2/27/2021,28.09,40,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,39.5,4.937,9/7/2021,
F,1,F1,07,F1_07,BAY-O,BAY,Off-road,Biomass Removal,2/27/2021,23.69,2/14/1900,,,1,1,1,-44254,11/15/2021,261,261,7/30/2021,7/30/2021,1,153,,,,39.4,10.114,9/7/2021,
F,1,F1,08,F1_08,OAP-O,OAP,Off-road,Biomass Removal,2/27/2021,15.34,43,,,1,1,1,-44254,11/15/2021,261,261,9/3/2021,,0, ,,9/3/2021,,60.0,12.781,9/20/2021,
F,1,F1,09,F1_09,PEN-R,PEN,Roadside,Biomass Removal,2/27/2021,23.01,50,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,73.9,37.610,9/13/2021,
F,1,F1,10,F1_10,BAY-R,BAY,Roadside,Biomass Removal,2/27/2021,26.14,45,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,55.2,16.301,9/22/2021,
F,1,F1,11,F1_11,LEX-O,LEX,Off-road,Biomass Removal,2/27/2021,27.99,2/7/1900,,,1,1,1,-44254,11/15/2021,261,261,9/3/2021,9/3/2021,1,188,,,,34.8,8.448,9/8/2021,
